Reference,Type,Amount_USD,Date,Paid Status,Market,Production Deposit,Class,Supplier,Direct to Client?,Month,Amount GBP,UK Deposit Ref
"PO-1558968",Deposit,2482.23,2026-01-29,TRUE,"OT","P53-UK-XR",committed,"XR Textile",TRUE,Jan-26,1852.41,"53"
"PO-1578070",Deposit,232.80,2026-01-29,TRUE,"OT","P54-UK-XR-1",committed,"XR Textile",TRUE,Jan-26,173.73,"54"
"PO-53-WK-B",Deposit,4825.70,2026-01-29,TRUE,"UK","P53-UK-WK1",committed,"Weireken",FALSE,Jan-26,3601.27,"53"
"PO-53UKWK1",Deposit,19653.03,2026-01-29,TRUE,"UK","P53-UK-WK1",committed,"Weireken",FALSE,Jan-26,14666.44,"53"
"PO-53UKXR3-JAN",Deposit,19660.33,2026-01-29,TRUE,"UK","P53-UK-XR2",committed,"XR Textile",FALSE,Jan-26,14671.89,"53"
"PO-53UKXR4-JAN",Deposit,3837.82,2026-01-29,TRUE,"UK","P53-UK-XR3",committed,"XR Textile",FALSE,Jan-26,2864.04,"53"
"PO-53USXR3-JAN",Deposit,25827.56,2026-01-29,TRUE,"US","P53-UK-XR3",committed,"XR Textile",FALSE,Jan-26,19274.30,"53"
"PO-54UKXR1-AIR",Deposit,442.00,2026-01-29,TRUE,"UK","P54-UK-XR-1",committed,"XR Textile",FALSE,Jan-26,329.85,"54"
"PO-1520338",Deposit,1015.96,2026-01-30,TRUE,"OT","P53-UK-XR3",committed,"XR Textile",TRUE,Jan-26,758.18,"53"
"PO-53USLX1-FBA",Deposit,4051.94,2026-01-30,TRUE,"US","P53-UK-LX1",committed,"Lixin",FALSE,Jan-26,3023.84,"53"
"PO-53USLX2-JAN",Deposit,7724.18,2026-01-30,TRUE,"US","P53-UK-LX2",committed,"Lixin",FALSE,Jan-26,5764.31,"53"
"PO-1619178",Deposit,0.00,2026-02-04,FALSE,"OT","P54-UK-LX1",committed,"Lixin",TRUE,Feb-26,0.00,"54"
"PO-54AULX2-AIR",Deposit,131.52,2026-02-06,TRUE,"AU","P54-UK-LX1",committed,"Lixin",FALSE,Feb-26,98.15,"54"
"PO-54AUXR2-AIR",Deposit,79.62,2026-02-06,TRUE,"AU","P54-AU-XR-1",committed,"XR Textile",FALSE,Feb-26,59.42,"54"
"PO-54USLX1-FEB",Deposit,22853.74,2026-02-06,TRUE,"US","P54-UK-LX1",committed,"Lixin",FALSE,Feb-26,17055.03,"54"
"PO-1621142",Deposit,0.00,2026-02-09,FALSE,"OT","P54-UK-LX1",committed,"Lixin",TRUE,Feb-26,0.00,"54"
"PO-54AUBL1-FEB",Deposit,280.80,2026-02-09,TRUE,"AU","P54-AU-BL1",committed,"Ballast",FALSE,Feb-26,209.55,"54"
"PO-54AULX1-FEB",Deposit,2332.08,2026-02-09,TRUE,"AU","P54-AU-LX1",committed,"Lixin",FALSE,Feb-26,1740.36,"54"
"PO-54UKBL1-FEB",Deposit,1684.80,2026-02-09,TRUE,"UK","P54-UK-BL1",committed,"Ballast",FALSE,Feb-26,1257.31,"54"
"PO-1536570",Deposit,4972.50,2026-02-11,TRUE,"OT","P53-UK-FY1",committed,"Shaoxing Fengying (Belinda)",TRUE,Feb-26,3710.82,"53"
"PO-54UKLX1-FEB",Deposit,20103.80,2026-02-13,TRUE,"UK","P54-UK-LX1",committed,"Lixin",FALSE,Feb-26,15002.84,"54"
"PO-54UKLX3-FBA",Deposit,10930.66,2026-03-04,TRUE,"UK","P53-UK-LX2",committed,"Lixin",FALSE,Mar-26,8157.21,"53"
"PO-54UKXR1-FEB",Deposit,22928.80,2026-03-05,TRUE,"UK","P54-UK-XR-1",committed,"XR Textile",FALSE,Mar-26,17111.04,"54"
"PO-1631903",Deposit,0.00,2026-03-08,FALSE,"OT","",committed,"Lixin",TRUE,Mar-26,0.00,""
"PO-55AULX1-AIR",Deposit,0.00,2026-03-08,FALSE,"AU","",committed,"Lixin",FALSE,Mar-26,0.00,""
"PO-55AUXR1-AIR",Deposit,0.00,2026-03-08,FALSE,"AU","P55-UK-XR1",committed,"XR Textile",FALSE,Mar-26,0.00,"55"
"PO-55EULX-AW26-1",Deposit,172.40,2026-03-08,FALSE,"EU","P55-UK-LX1",committed,"Lixin",FALSE,Mar-26,128.66,"55"
"PO-55EUXR-AW26-1",Deposit,41.64,2026-03-08,FALSE,"EU","P54-UK-XR2",committed,"XR Textile",FALSE,Mar-26,31.07,"54"
"PO-55UKLX-AW26-4",Deposit,0.00,2026-03-08,FALSE,"UK","",committed,"Lixin",FALSE,Mar-26,0.00,""
"PO-55UKWK-AW26-3",Deposit,47.28,2026-03-08,FALSE,"UK","P55-UK-WK1",committed,"Weireken",FALSE,Mar-26,35.28,"55"
"PO-55USLX1",Deposit,0.00,2026-03-08,FALSE,"US","P55-UK-LX1",committed,"Lixin",FALSE,Mar-26,0.00,"55"
"PO-55USXR-AW26-2",Deposit,0.00,2026-03-08,FALSE,"US","P55-UK-XR2",committed,"XR Textile",FALSE,Mar-26,0.00,"55"
"PO-54EUXR1-FEB",Deposit,4044.94,2026-03-10,TRUE,"EU","P54-UK-XR-1",committed,"XR Textile",FALSE,Mar-26,3018.61,"54"
"PO-54UKXR2-FEB",Deposit,22373.26,2026-03-10,TRUE,"UK","P54-UK-XR-1",committed,"XR Textile",FALSE,Mar-26,16696.46,"54"
"PO-54USLX3-AIR",Deposit,72.00,2026-03-11,TRUE,"US","P54-UK-LX1",committed,"Lixin",FALSE,Mar-26,53.73,"54"
"PO-54USXR2-AIR",Deposit,1837.60,2026-03-11,TRUE,"US","P54-UK-XR-1",committed,"XR Textile",FALSE,Mar-26,1371.34,"54"
"PO-1528006",Deposit,1986.55,2026-03-16,TRUE,"OT","P53-UK-WK2",committed,"Weireken",TRUE,Mar-26,1482.50,"53"
"PO-53AUWK1-JAN",Deposit,1155.12,2026-03-16,TRUE,"AU","P53-UK-WK2",committed,"Weireken",FALSE,Mar-26,862.03,"53"
"PO-53UKWK2-JAN",Deposit,8325.09,2026-03-16,TRUE,"UK","P53-UK-WK2",committed,"Weireken",FALSE,Mar-26,6212.75,"53"
"PO-54EULX1-FEB",Deposit,4041.72,2026-03-16,TRUE,"EU","P54-UK-LX1",committed,"Lixin",FALSE,Mar-26,3016.21,"54"
"PO-54AUXR1-FEB",Deposit,3446.26,2026-03-19,TRUE,"AU","P54-AU-XR-1",committed,"XR Textile",FALSE,Mar-26,2571.84,"54"
"PO-55CALX-FBA2",Deposit,0.00,2026-03-19,FALSE,"CA","P55-UK-LX1",committed,"Lixin",FALSE,Mar-26,0.00,"55"
"PO-55CALX-FBA3",Deposit,0.00,2026-03-19,FALSE,"CA","P55-UK-LX1",committed,"Lixin",FALSE,Mar-26,0.00,"55"
"PO-55UKLX2-FBA",Deposit,0.00,2026-03-19,FALSE,"UK","P55-UK-LX1",committed,"Lixin",FALSE,Mar-26,0.00,"55"
"PO-54USXR1-FBA-A",Deposit,5890.31,2026-04-17,TRUE,"US","P54-UK-XR-1",committed,"XR Textile",FALSE,Apr-26,4395.75,"54"
"PO-55EUWK3",Deposit,472.80,2026-04-17,FALSE,"EU","P55-UK-WK1",committed,"Weireken",FALSE,Apr-26,352.84,"55"
"PO-55USLX3-AIR",Deposit,270.45,2026-04-28,FALSE,"US","P55-UK-LX1",committed,"Lixin",FALSE,Apr-26,201.83,"55"
"PO-56AUWK1",Deposit,2289.48,2026-05-01,FALSE,"AU","P55-AU-WK2",committed,"Weireken",FALSE,May-26,1708.57,"55"
"PO-56EUWK1",Deposit,213.30,2026-05-01,FALSE,"EU","P56-UK-WK1",committed,"Weireken",FALSE,May-26,159.18,"56"
"PO-56UKLX2",Deposit,34273.31,2026-05-01,FALSE,"UK","P56-UK-LX1",committed,"Lixin",FALSE,May-26,25577.10,"56"
"PO-56UKWK1",Deposit,6412.94,2026-05-01,FALSE,"UK","P56-UK-WK1",committed,"Weireken",FALSE,May-26,4785.78,"56"
"PO-56USLX1",Deposit,5096.13,2026-05-01,FALSE,"US","P56-UK-LX1",committed,"Lixin",FALSE,May-26,3803.08,"56"
"PO-56USWK1",Deposit,1809.96,2026-05-01,FALSE,"US","P56-UK-WK1",committed,"Weireken",FALSE,May-26,1350.72,"56"
"PO-56USXR2",Deposit,1534.68,2026-05-01,FALSE,"US","P56-UK-XR1",committed,"XR Textile",FALSE,May-26,1145.28,"56"
"PO-1631905",Deposit,566.40,2026-05-05,TRUE,"OT","P54-UK-XR2",committed,"XR Textile",TRUE,May-26,422.69,"54"
"PO-54USLX2-FEB",Deposit,13545.48,2026-05-05,TRUE,"US","P54-UK-LX1",committed,"Lixin",FALSE,May-26,10108.57,"54"
"PO-54USLX4-FEB",Deposit,8284.06,2026-05-05,TRUE,"US","P54-UK-LX1",committed,"Lixin",FALSE,May-26,6182.13,"54"
"PO-1638226",Deposit,342.00,2026-05-06,TRUE,"OT","P55-UK-XR2",committed,"XR Textile",TRUE,May-26,255.22,"55"
"PO-54UKLX2-FEB-A",Deposit,9869.12,2026-05-06,TRUE,"UK","P54-UK-LX1",committed,"Lixin",FALSE,May-26,7365.01,"54"
"PO-54UKLX4-FBA",Deposit,2039.84,2026-05-06,TRUE,"UK","P53-UK-LX2",committed,"Lixin",FALSE,May-26,1522.27,"53"
"PO-54USLX1-FBA",Deposit,20115.82,2026-05-06,TRUE,"US","P53-UK-LX2",committed,"Lixin",FALSE,May-26,15011.81,"53"
"PO-55USXR3-AIR",Deposit,1955.70,2026-05-06,TRUE,"US","P55-UK-XR1",committed,"XR Textile",FALSE,May-26,1459.48,"55"
"PO-55USXR-FBA1",Deposit,14806.70,2026-05-15,TRUE,"US","P55-UK-XR2",committed,"XR Textile",FALSE,May-26,11049.78,"55"
"PO-1621139",Deposit,900.60,2026-05-18,TRUE,"OT","P54-UK-XR2",committed,"XR Textile",TRUE,May-26,672.09,"54"
"PO-55CALX-FBA1",Deposit,2146.96,2026-05-18,TRUE,"CA","P55-UK-LX1",committed,"Lixin",FALSE,May-26,1602.21,"55"
"PO-55EUXR1",Deposit,7960.06,2026-05-18,TRUE,"EU","P55-UK-XR1",committed,"XR Textile",FALSE,May-26,5940.34,"55"
"PO-55UKLX1-FBA",Deposit,16890.12,2026-05-18,TRUE,"UK","P55-UK-LX1",committed,"Lixin",FALSE,May-26,12604.57,"55"
"PO-55UKXR1",Deposit,24910.08,2026-05-18,TRUE,"UK","P55-UK-XR1",committed,"XR Textile",FALSE,May-26,18589.61,"55"
"PO-1701758",Deposit,204.30,2026-05-20,FALSE,"OT","P56-UK-XR2",committed,"XR Textile",TRUE,May-26,152.46,"56"
"PO-1701759",Deposit,691.26,2026-05-20,FALSE,"OT","P56-UK-LX1",committed,"Lixin",TRUE,May-26,515.87,"56"
"PO-55AULX1",Deposit,4246.29,2026-05-22,TRUE,"AU","P55-AU-LX1",committed,"Lixin",FALSE,May-26,3168.87,"55"
"PO-55EUXR2",Deposit,4175.14,2026-05-22,TRUE,"EU","P55-UK-XR2",committed,"XR Textile",FALSE,May-26,3115.78,"55"
"PO-55USXR1",Deposit,16013.08,2026-05-22,TRUE,"US","P55-UK-XR1",committed,"XR Textile",FALSE,May-26,11950.06,"55"
"PO-55AUXR1",Deposit,4786.28,2026-05-25,TRUE,"AU","P55-AU-XR1",committed,"XR Textile",FALSE,May-26,3571.85,"55"
"PO-55EULX1",Deposit,4410.36,2026-05-25,TRUE,"EU","P55-UK-LX1",committed,"Lixin",FALSE,May-26,3291.31,"55"
"PO-55USLX-FBA1",Deposit,10660.72,2026-05-25,TRUE,"US","P55-UK-LX1",committed,"Lixin",FALSE,May-26,7955.76,"55"
"PO-1712945",Deposit,662.64,2026-05-29,FALSE,"OT","P56-UK-XR2",committed,"XR Textile",TRUE,May-26,494.51,"56"
"PO-1712946",Deposit,1650.36,2026-05-29,FALSE,"OT","P56-UK-LX1",committed,"Lixin",TRUE,May-26,1231.61,"56"
"PO-1712952",Deposit,71.10,2026-05-29,FALSE,"OT","P56-UK-WK1",committed,"Weireken",TRUE,May-26,53.06,"56"
"PO-1712952A",Deposit,439.56,2026-05-29,FALSE,"DIRECT","P56-UK-WK1",committed,"Weireken",TRUE,May-26,328.03,"56"
"PO-55UKLX1",Deposit,18833.92,2026-06-01,TRUE,"UK","P55-UK-LX1",committed,"Lixin",FALSE,Jun-26,14055.16,"55"
"PO-55UKXR2",Deposit,6964.03,2026-06-01,TRUE,"UK","P55-UK-XR1",committed,"XR Textile",FALSE,Jun-26,5197.04,"55"
"PO-55UKXR3-AIR",Deposit,876.90,2026-06-01,TRUE,"UK","P55-UK-XR2",committed,"XR Textile",FALSE,Jun-26,654.40,"55"
"PO-55USLX2",Deposit,40048.25,2026-06-01,TRUE,"US","P53-UK-LX2",committed,"Lixin",FALSE,Jun-26,29886.75,"53"
"PO-55CAXR-FBA1",Deposit,2546.06,2026-06-05,TRUE,"CA","P54-UK-XR2",committed,"XR Textile",FALSE,Jun-26,1900.04,"54"
"PO-1731753",Deposit,5963.67,2026-06-08,FALSE,"AU","P56-AU-LX1",committed,"Lixin",TRUE,Jun-26,4450.50,"56"
"PO-1731755",Deposit,6007.30,2026-06-08,FALSE,"AU","NO DEPOSIT",committed,"XR Textile",TRUE,Jun-26,4483.06,""
"PO-56UKLX3-BUNDLE",Deposit,6535.57,2026-06-08,FALSE,"UK","P56-UK-LX1",committed,"Lixin",TRUE,Jun-26,4877.29,"56"
"PO-56UKLX4-BUNDLE",Deposit,9148.80,2026-06-08,FALSE,"UK","P56-UK-LX1",committed,"Lixin",FALSE,Jun-26,6827.46,"56"
"PO-56USLX3-BUNDLE",Deposit,10961.12,2026-06-08,FALSE,"US","P56-UK-LX1",committed,"Lixin",FALSE,Jun-26,8179.94,"56"
"PO-56AULX2-BUNDLE",Deposit,4988.55,2026-06-09,FALSE,"AU","P56-AU-LX1",committed,"Lixin",FALSE,Jun-26,3722.80,"56"
"PO-55EULX2",Deposit,8483.21,2026-06-11,TRUE,"EU","P55-UK-LX1",committed,"Lixin",FALSE,Jun-26,6330.75,"55"
"PO-55UKLX3-AIR",Deposit,665.57,2026-06-11,TRUE,"OT","P55-UK-LX1",committed,"Lixin",FALSE,Jun-26,496.69,"55"
"PO-55UKXR2-FBA",Deposit,3883.68,2026-06-11,TRUE,"UK","P55-UK-XR2",committed,"XR Textile",FALSE,Jun-26,2898.27,"55"
"PO-1672806",Deposit,211.85,2026-06-15,TRUE,"OT","P55-UK-LX1",committed,"Lixin",TRUE,Jun-26,158.10,"55"
"PO-55UKLX2",Deposit,7917.64,2026-06-15,TRUE,"UK","P55-UK-LX1",committed,"Lixin",FALSE,Jun-26,5908.69,"55"
"PO-55UKXR-AW26-1",Deposit,77.94,2026-06-15,TRUE,"UK","P54-UK-XR2",committed,"XR Textile",FALSE,Jun-26,58.16,"54"
"PO-55UKXR1-FBA",Deposit,29026.79,2026-06-15,TRUE,"UK","P54-UK-XR2",committed,"XR Textile",FALSE,Jun-26,21661.78,"54"
"PO-55USLX-AW26-2",Deposit,102.90,2026-06-15,TRUE,"US","P55-UK-LX1",committed,"Lixin",FALSE,Jun-26,76.79,"55"
"PO-55USXR-AW26-1",Deposit,66.62,2026-06-15,TRUE,"US","P54-UK-XR2",committed,"XR Textile",FALSE,Jun-26,49.72,"54"
"PO-55EUBL1",Deposit,561.60,2026-06-18,TRUE,"EU","P55-UK-BL1",committed,"Ballast",FALSE,Jun-26,419.10,"55"
"PO-55UKBL1",Deposit,8143.20,2026-06-18,TRUE,"UK","P55-UK-BL1",committed,"Ballast",FALSE,Jun-26,6077.01,"55"
"PO-56UKXR1",Deposit,23853.64,2026-06-19,TRUE,"UK","P56-UK-XR1",committed,"XR Textile",FALSE,Jun-26,17801.22,"56"
"PO-57AUXR1",Deposit,8834.25,2026-06-19,FALSE,"AU","P57-AU-XR1",committed,"XR Textile",FALSE,Jun-26,6592.72,"57"
"PO-57EUXR1",Deposit,4704.14,2026-06-19,FALSE,"EU","P57-UK-XR1",committed,"XR Textile",FALSE,Jun-26,3510.55,"57"
"PO-57UKXR1",Deposit,30670.67,2026-06-19,FALSE,"UK","P57-UK-XR1",committed,"XR Textile",FALSE,Jun-26,22888.56,"57"
"PO-57USXR1",Deposit,3154.74,2026-06-19,FALSE,"US","P57-UK-XR1",committed,"XR Textile",FALSE,Jun-26,2354.28,"57"
"PO-1697839",Deposit,1580.80,2026-06-23,TRUE,"OT","P56-AU-XR1",committed,"XR Textile",TRUE,Jun-26,1179.70,"56"
"PO-1693118",Deposit,3841.44,2026-06-24,TRUE,"OT","P56-AU-LX1",committed,"Lixin",TRUE,Jun-26,2866.75,"56"
"PO-57AULX4",Deposit,4312.88,2026-06-25,FALSE,"AU","P57-AU-LX1",committed,"Lixin",FALSE,Jun-26,3218.57,"57"
"PO-57EULX4",Deposit,217.59,2026-06-25,FALSE,"EU","P57-UK-LX1",committed,"Lixin",FALSE,Jun-26,162.38,"57"
"PO-57UKLX4",Deposit,13466.62,2026-06-25,FALSE,"UK","P57-UK-LX1",committed,"Lixin",FALSE,Jun-26,10049.72,"57"
"PO-57USLX4",Deposit,1518.98,2026-06-25,FALSE,"US","P57-UK-LX1",committed,"Lixin",FALSE,Jun-26,1133.57,"57"
"PO-1760789",Deposit,2025.60,2026-06-26,FALSE,"OT","P57-UK-XR1",committed,"XR Textile",TRUE,Jun-26,1511.64,"57"
"PO-1760796",Deposit,1266.00,2026-06-26,FALSE,"OT","P57-UK-XR1",committed,"XR Textile",TRUE,Jun-26,944.78,"57"
"PO-1761191",Deposit,1560.00,2026-06-26,FALSE,"DIRECT","P57-UK-XR1",committed,"XR Textile",TRUE,Jun-26,1164.18,"57"
"PO-56AUXR1",Deposit,8064.08,2026-06-29,TRUE,"AU","P56-AU-XR1",committed,"XR Textile",FALSE,Jun-26,6017.97,"56"
"PO-56EUXR1",Deposit,8046.51,2026-07-07,TRUE,"EU","P56-UK-XR1",committed,"XR Textile",FALSE,Jul-26,6004.86,"56"
"PO-57AUBL1",Deposit,3834.00,2026-07-08,FALSE,"AU","P57-AU-BL1",committed,"Ballast",FALSE,Jul-26,2861.19,"57"
"PO-57AULX1",Deposit,20936.39,2026-07-08,FALSE,"AU","P56-AU-LX1",committed,"Lixin",FALSE,Jul-26,15624.17,"56"
"PO-57AUNL1",Deposit,315.60,2026-07-08,FALSE,"AU","NO DEPOSIT",committed,"Nice Look",FALSE,Jul-26,235.52,""
"PO-57BALLAST",Deposit,6084.00,2026-07-08,FALSE,"OT","P57-UK-BL1",committed,"Ballast",TRUE,Jul-26,4540.30,"57"
"PO-57EUBL1",Deposit,3834.00,2026-07-08,FALSE,"EU","P57-UK-BL1",committed,"Ballast",FALSE,Jul-26,2861.19,"57"
"PO-57EULX1",Deposit,36819.41,2026-07-08,FALSE,"EU","P57-UK-LX1",committed,"Lixin",FALSE,Jul-26,27477.17,"57"
"PO-57EUNL1",Deposit,315.60,2026-07-08,FALSE,"EU","P57-UK-NL1",committed,"Nice Look",FALSE,Jul-26,235.52,"57"
"PO-57EUWK1",Deposit,1723.20,2026-07-08,FALSE,"EU","P57-UK-WK1",committed,"Weireken",FALSE,Jul-26,1285.97,"57"
"PO-57EXCESS",Deposit,1735.80,2026-07-08,FALSE,"DIRECT","P57-UK-NL1",committed,"Nice Look",FALSE,Jul-26,1295.37,"57"
"PO-57UKBL1",Deposit,26838.00,2026-07-08,FALSE,"UK","P57-UK-BL1",committed,"Ballast",FALSE,Jul-26,20028.36,"57"
"PO-57UKLX1",Deposit,37576.20,2026-07-08,FALSE,"UK","P57-UK-LX1",committed,"Lixin",FALSE,Jul-26,28041.94,"57"
"PO-57UKLX2",Deposit,36301.73,2026-07-08,FALSE,"UK","P57-UK-LX1",committed,"Lixin",FALSE,Jul-26,27090.84,"57"
"PO-57UKLX3",Deposit,18444.60,2026-07-08,FALSE,"UK","P57-UK-LX1",committed,"Lixin",FALSE,Jul-26,13764.63,"57"
"PO-57UKNL1",Deposit,315.60,2026-07-08,FALSE,"UK","P57-UK-NL1",committed,"Nice Look",FALSE,Jul-26,235.52,"57"
"PO-57UKWK1",Deposit,15505.50,2026-07-08,FALSE,"UK","P57-UK-WK1",committed,"Weireken",FALSE,Jul-26,11571.27,"57"
"PO-57USLX1",Deposit,36563.34,2026-07-08,FALSE,"US","P57-UK-LX1",committed,"Lixin",FALSE,Jul-26,27286.07,"57"
"PO-57USLX2",Deposit,20157.65,2026-07-08,FALSE,"US","P57-UK-LX1",committed,"Lixin",FALSE,Jul-26,15043.02,"57"
"PO-57USLX3",Deposit,21648.36,2026-07-08,FALSE,"US","P57-UK-LX1",committed,"Lixin",FALSE,Jul-26,16155.49,"57"
"PO-57USNL1",Deposit,315.60,2026-07-08,FALSE,"US","P57-UK-NL1",committed,"Nice Look",FALSE,Jul-26,235.52,"57"
"PO-57USWK1",Deposit,11098.50,2026-07-08,FALSE,"US","P57-UK-WK1",committed,"Weireken",FALSE,Jul-26,8282.46,"57"
"PO-55EUWK1",Deposit,655.20,2026-07-13,TRUE,"EU","P55-UK-WK1",committed,"Weireken",FALSE,Jul-26,488.96,"55"
"PO-55EUWK2",Deposit,327.60,2026-07-13,TRUE,"EU","P55-UK-WK1",committed,"Weireken",FALSE,Jul-26,244.48,"55"
"PO-57AULX5",Deposit,943.84,2026-07-13,FALSE,"AU","P57-AU-LX1",committed,"Lixin",FALSE,Jul-26,704.36,"57"
"PO-57AUXR2",Deposit,15438.10,2026-07-13,FALSE,"AU","P57-AU-XR1",committed,"XR Textile",FALSE,Jul-26,11520.97,"57"
"PO-57UKLX5",Deposit,11438.47,2026-07-13,FALSE,"UK","P57-UK-LX1",committed,"Lixin",FALSE,Jul-26,8536.17,"57"
"PO-57UKXR2",Deposit,880.56,2026-07-13,FALSE,"UK","P57-UK-XR2",committed,"XR Textile",FALSE,Jul-26,657.13,"57"
"PO-57USLX5",Deposit,3850.86,2026-07-13,FALSE,"US","P57-UK-LX1",committed,"Lixin",FALSE,Jul-26,2873.78,"57"
"PO-57USXR2",Deposit,2484.60,2026-07-13,FALSE,"US","P57-UK-XR1",committed,"XR Textile",FALSE,Jul-26,1854.18,"57"
"PO-1678119",Deposit,6596.49,2026-07-16,TRUE,"OT","P56-UK-LX1",committed,"Lixin",TRUE,Jul-26,4922.75,"56"
"PO-1700649",Deposit,4791.32,2026-07-16,TRUE,"OT","P56-UK-LX1",committed,"Lixin",TRUE,Jul-26,3575.61,"56"
"PO-1725132",Deposit,1329.60,2026-07-16,TRUE,"OT","P56-UK-LX1",committed,"Lixin",TRUE,Jul-26,992.24,"56"
"PO-56EULX1",Deposit,7240.58,2026-07-16,TRUE,"EU","P56-UK-LX1",committed,"Lixin",FALSE,Jul-26,5403.42,"56"
"PO-56EULX2-BUNDLE",Deposit,1327.68,2026-07-16,TRUE,"EU","P56-UK-LX1",committed,"Lixin",FALSE,Jul-26,990.81,"56"
"PO-56UKLX3",Deposit,10673.78,2026-07-16,TRUE,"UK","P56-UK-LX1",committed,"Lixin",FALSE,Jul-26,7965.51,"56"
"PO-55UKWK1-AIR",Deposit,737.10,2026-07-17,TRUE,"UK","P55-UK-WK1",committed,"Weireken",FALSE,Jul-26,550.07,"55"
"PO-55USWK2",Deposit,163.80,2026-07-17,TRUE,"US","P55-UK-WK2",committed,"Weireken",FALSE,Jul-26,122.24,""
"PO-1802892",Deposit,1935.75,2026-07-20,FALSE,"UK","P57-UK-XR1",committed,"XR Textile",TRUE,Jul-26,1444.59,"57"
"PO-1744735",Deposit,4248.00,2026-07-23,TRUE,"OT","P56-UK-XR2",committed,"XR Textile",TRUE,Jul-26,3170.15,"56"
"PO-56UKLX5-AIR-A",Deposit,1577.45,2026-07-23,TRUE,"UK","P56-UK-LX1",committed,"Lixin",FALSE,Jul-26,1177.20,"56"
"PO-56USLX2",Deposit,10521.78,2026-07-23,TRUE,"US","P56-UK-LX1",committed,"Lixin",FALSE,Jul-26,7852.07,"56"
"PO-57UKXR3",Deposit,17916.16,2026-07-25,FALSE,"UK","NO DEPOSIT",committed,"XR Textile",FALSE,Jul-26,13370.27,""
"PO-56USXR1",Deposit,8542.01,2026-07-28,TRUE,"US","P56-UK-XR1",committed,"XR Textile",FALSE,Jul-26,6374.63,"56"
"PO-55UKWK1",Deposit,11503.80,2026-07-29,TRUE,"UK","P55.2-UK-WK3",committed,"Weireken",FALSE,Jul-26,8584.93,"55"
"PO-56AULX1",Deposit,20083.72,2026-07-30,TRUE,"AU","P56-AU-LX1",committed,"Lixin",FALSE,Jul-26,14987.85,"56"
"PO-56UKLX6-AIR",Deposit,2979.80,2026-07-30,TRUE,"UK","P53-UK-LX1",committed,"Lixin",FALSE,Jul-26,2223.73,"53"
"PO-56USLX3-AIR",Deposit,2116.30,2026-07-30,TRUE,"US","P56-UK-LX1",committed,"Lixin",FALSE,Jul-26,1579.33,"56"
"PO-1678113",Deposit,1283.61,2026-07-31,TRUE,"OT","P56-UK-XR2",committed,"XR Textile",TRUE,Jul-26,957.92,"56"
"PO-1700657",Deposit,487.35,2026-07-31,TRUE,"OT","P56-UK-XR2",committed,"XR Textile",TRUE,Jul-26,363.69,"56"
"PO-55UKWK2",Deposit,4655.67,2026-07-31,TRUE,"UK","P55-UK-WK1",committed,"Weireken",FALSE,Jul-26,3474.38,"55"
"PO-55UKWK2-AIR",Deposit,748.57,2026-07-31,TRUE,"UK","P55-UK-WK1",committed,"Weireken",FALSE,Jul-26,558.63,"55"
"PO-55USWK1-AIR-A",Deposit,948.00,2026-07-31,TRUE,"US","P55-UK-WK1",committed,"Weireken",FALSE,Jul-26,707.46,"55"
"PO-55USWK1A",Deposit,10353.00,2026-07-31,TRUE,"US","P55-UK-WK1",committed,"Weireken",FALSE,Jul-26,7726.12,"55"
"PO-55WK-MANU-1",Deposit,751.75,2026-07-31,TRUE,"CN","P56-UK-WK1",committed,"Weireken",FALSE,Jul-26,561.01,"56"
"PO-56DILLARDS-LX",Deposit,7963.99,2026-07-31,TRUE,"DIRECT","P56-UK-LX1",committed,"Lixin",TRUE,Jul-26,5943.28,"56"
"PO-56UKXR2",Deposit,16917.71,2026-07-31,TRUE,"UK","P56-UK-XR1",committed,"XR Textile",FALSE,Jul-26,12625.16,"56"
"PO-56UKLX1",Deposit,19507.93,2026-08-03,TRUE,"UK","P56-UK-LX1",committed,"Lixin",FALSE,Aug-26,14558.16,"56"
"PO-1683068",Deposit,732.56,2026-08-04,TRUE,"US","P56-UK-XR2",committed,"XR Textile",TRUE,Aug-26,546.69,"56"
"PO-1683100",Deposit,387.83,2026-08-04,TRUE,"US","P56-UK-XR2",committed,"XR Textile",TRUE,Aug-26,289.43,"56"
"PO-1672805",Deposit,351.94,2026-08-05,TRUE,"OT","P56-UK-XR2",committed,"XR Textile",TRUE,Aug-26,262.64,"56"
"PO-55UKWK3",Deposit,2127.60,2026-08-05,TRUE,"UK","P55-UK-WK4",committed,"Weireken",FALSE,Aug-26,1587.76,"55"
"PO-55USWK3",Deposit,366.39,2026-08-05,TRUE,"US","P55-UK-WK4",committed,"Weireken",FALSE,Aug-26,273.43,"55"
"PO-57DILLARDS-XRJULY",Deposit,6593.18,2026-08-05,FALSE,"DIRECT","P57-UK-XR2",committed,"XR Textile",TRUE,Aug-26,4920.28,"57"
"PO-58MANU1",Deposit,4584.00,2026-08-05,FALSE,"CN","",committed,"Weireken",FALSE,Aug-26,3420.90,""
"PO-57DILLARDS-LXJULY",Deposit,1177.99,2026-08-06,FALSE,"DIRECT","P57-UK-LX1",committed,"Lixin",TRUE,Aug-26,879.10,"57"
"PO-1842654",Deposit,23400.00,2026-08-10,FALSE,"DIRECT","",committed,"XR Textile",TRUE,Aug-26,17462.69,""
